compound_id,pKD,knn_mean_tanimoto,knn_pKD_std
1000062067,2.890109975118567,0.7309905290603638,0.2074999935736214
1000065718,2.5403721597408295,0.574874758720398,0.2117586367074186
101855926,3.576846710593981,0.4775063395500183,0.48608856863423583
105107348,3.1540436501827895,0.5995780825614929,0.3837512886888469
105155594,3.150653634324521,0.6213515996932983,0.4686228654628126
1132328100,3.340335610162671,0.6666242480278015,0.4581406173372855
1167298751,2.8363811201272076,0.5993865728378296,0.4129839814483785
1181032117,2.365909297963787,0.6051067113876343,0.47164854695169883
1192001018,2.988120443146682,0.7073906660079956,0.44117195683568755
1257035688,3.4202277871102655,0.6687391996383667,0.5744710821854536
1288418269,3.8579422583945964,0.6775665283203125,0.25920639862630995
1390181723,2.741112000381227,0.5989891290664673,0.17563476071026665
1408803353,2.933807050208411,0.6726815104484558,0.18661135196646947
1440526295,3.3630303715799097,0.5934309959411621,0.36770420649642693
1443520257,2.2624852509433713,0.5831074714660645,0.4042596273813189
162723460,2.8373049548092264,0.7152754068374634,0.27759372119089804
162826242,2.354321056684698,0.6290397047996521,0.13817266088894117
173355673,2.751116081281551,0.6141044497489929,0.37281770045863255
182917741,2.7441832433923032,0.6573551893234253,0.41619197640130023
189605232,3.714971599423282,0.6846380233764648,0.511788857746709
192562786,3.864274546405571,0.6570824384689331,0.4785677417959364
195394279,3.450299026214787,0.7410374879837036,0.15027007980984636
213364210,3.1589351859899075,0.6089809536933899,0.512889833325088
224461280,3.677876355827021,0.635682225227356,0.10198131188902859
258896354,3.7070136829047824,0.5739461183547974,0.2380375925715032
268757722,2.8682547832756664,0.4675617218017578,0.5124061630668144
283812978,2.831157161978425,0.7276924252510071,0.19325744632861788
293497032,3.824136300599861,0.7686117887496948,0.5289445224821361
302181339,2.881901889586504,0.660969614982605,0.291124204865645
342837836,3.558455744631982,0.5620334148406982,0.2662934946032109
342853879,2.6933148710185884,0.618747353553772,0.5302204877710641
348280646,3.616833692906068,0.39699772000312805,0.34703002342893985
354012616,2.4511834020634047,0.6058564186096191,1.752181589870709
359878733,3.66407123848576,0.5978367924690247,0.5242280405853825
427095899,2.9864723841983007,0.6661218404769897,0.454961234152931
441728059,3.7506804389574193,0.5744765996932983,0.3736779813010443
442487817,3.6132323350635116,0.549599289894104,1.5882731963521879
444853644,2.9173368754446702,0.6552567481994629,0.46819068933101765
520438318,3.281787745785536,0.6393329501152039,0.5578038184803512
543294655,2.45415781378126,0.6054035425186157,0.5586002197748201
5620336,5.705584263745457,0.3057737946510315,3.0707730031920843
5623246,5.211018344617544,0.3096183240413666,2.8259775947704364
563191074,3.7988420484754157,0.6242020130157471,1.5660661941783485
564756750,3.339522271483832,0.5850592851638794,0.13520809965371197
568683595,3.018906319237477,0.5916427373886108,0.393776929032186
572737672,3.8724388300080825,0.544926643371582,0.3736779813010443
588023896,2.947281882219708,0.6177161335945129,0.1918547431928005
666362114,3.77463714141554,0.5792548060417175,1.8706678822851643
666402446,3.932005061159396,0.6212736368179321,2.1844405640091953
697064626,3.0139652767457985,0.5964159369468689,1.139074597821525
773212998,2.977942440727496,0.6606578826904297,0.30379283239406296
786232788,2.8786752861995355,0.6491643786430359,0.2228258415548575
800658450,2.8236724530442205,0.7423504590988159,0.24918874006726852
800658988,2.755564455212758,0.6484783291816711,0.11021049303392577
918730255,2.843248039412581,0.6696906089782715,0.17563476071026665
9211771,5.1431111704252,0.28059113025665283,2.476814674000623
97315646,2.670745192395454,0.6045588850975037,0.31347497641988903
99424206,3.831447743500963,0.7024005651473999,0.12589780683572557
C529-0673,4.210493106256102,0.31925442814826965,1.8756938363339728
C776-4067,4.69012315450865,0.30206912755966187,0.9849525803133115
CF-10-014,3.4941519635581253,0.6460239291191101,1.9319505093030327
CF-10-027,3.9899093693732217,0.6466561555862427,1.3474460529497314
CF-10-029,4.249186907434046,0.6221192479133606,1.3191600074179415
CF-10-031,4.372164819679184,0.6278770565986633,1.3012013080098876
CF-10-034,0.7935955610654086,0.7285856604576111,1.5234699540181365
CF-10-035,4.181841964263574,0.7184637784957886,2.026270683811874
CF-10-036,3.974645124777657,0.7034361958503723,1.8737521663918661
CF-10-045,5.376361287678498,0.6897531747817993,1.6145529951070166
CF-10-048,4.681843180479196,0.7686058878898621,1.7903975812529298
CF-10-049,3.8502307191763605,0.7686058878898621,1.7921638415154606
CF-10-050,5.5521924334854065,0.7663275599479675,1.68623508129149
CF-10-051,1.4009037918627234,0.7341625094413757,0.8009425695903563
CF-10-052,3.6616315505167187,0.7276632189750671,1.8196649850939566
CF-10-053,4.436498660469721,0.7453763484954834,1.8171622230011186
CF-10-054,4.955190759091691,0.7393015623092651,1.6645174089191885
CF-10-061,5.3564702309489896,0.7572048306465149,2.124760447913947
CF-10-062,3.217117571673968,0.7516668438911438,2.295141088296134
CF-10-063,6.119865879807937,0.7623351812362671,1.9271896549463703
CF-10-064,4.923578484780906,0.7379744648933411,1.8868016020666356
CF-10-065,0.6955934447483199,0.763572633266449,1.7939397910149844
CF-10-066,1.0080588111465805,0.749843955039978,2.4879820776484554
CF-10-067,4.446674699158006,0.7305527329444885,2.246685696690053
CF-10-071,0.3479859922314758,0.6846283674240112,2.6133138757406527
CF-10-073,5.246886067269574,0.74920654296875,0.27133497058894934
CF-10-074,0.032534178134083484,0.7434033155441284,2.230070431354152
CF-10-075,0.37890078855742476,0.7272480130195618,2.179419421950846
CF-2-05,3.4251000097689204,0.6427999138832092,0.4357625686174529
CF-2-07,4.0591597536972035,0.6537922620773315,1.9796790997680551
CF-2-09,2.7767806837113187,0.5999329686164856,0.256853920690644
CF-2-101,3.131444082498383,0.7769492268562317,1.5614614675314598
CF-2-102,-0.4931510078333014,0.7788833379745483,1.5269502218690252
CF-2-103,-0.604841704977382,0.7672594785690308,1.97452670080242
CF-2-104,3.0492152577592173,0.7545871138572693,1.5271453702750584
CF-2-105,0.15043813180995477,0.7497144937515259,1.9585302931569282
CF-2-106,-0.4472806361978953,0.7750363349914551,0.30979182918127696
CF-2-107,3.6068048195075306,0.7856572866439819,1.4959062735111732
CF-2-108,-0.4429961720795169,0.7754350900650024,1.4077649710469604
CF-2-109,-0.4304356549637877,0.7577980756759644,1.6522692627164302
CF-2-111,2.8364806538058462,0.7823938727378845,1.8022962028244045
CF-2-112,0.4915666125393126,0.7693935036659241,1.3253382140370997
CF-2-113,3.2434623142749057,0.7883450984954834,1.8358977065039814
CF-2-114,-0.5736485094149807,0.7804306149482727,1.3626280948401845
CF-2-115,0.04693972444836963,0.7747517228126526,1.6324821219618326
CF-2-117,-0.8128289894242487,0.7409744262695312,1.9393469993366244
CF-2-118,2.9142259004652944,0.7826125025749207,1.1908122615649905
CF-2-119,0.4156960224759323,0.7906539440155029,1.5928511377223775
CF-2-120,2.4416289068500148,0.7821372151374817,1.4231904501998762
CF-2-121,-0.5246513839194187,0.7632001638412476,1.6016444180258662
CF-2-122,2.7785217054977482,0.8085464239120483,0.6083009658907703
CF-2-123,2.949706990973341,0.7938251495361328,1.3346122909893794
CF-2-124,3.475137755198051,0.7905965447425842,1.4620269609590628
CF-2-125,4.119509605875156,0.7947763204574585,1.2619197496017833
CF-2-126,-0.13443833130731178,0.7854705452919006,1.5428723868362755
CF-2-127,-0.35210328801459784,0.7734853029251099,2.030630260342
CF-2-128,1.7434259932658895,0.7719629406929016,1.7137085658758795
CF-2-129,3.6019194644963033,0.7655185461044312,1.6863159928661005
CF-2-13,3.436983227131443,0.5689275860786438,0.43361066894193184
CF-2-130,2.7533878027660745,0.7691375017166138,1.8072258658146816
CF-2-131,3.36290702549506,0.7768375277519226,1.5197096280659494
CF-2-132,0.10011850246257825,0.7309221029281616,1.7642702235661953
CF-2-133,1.8134914007633611,0.755535900592804,1.6310328392706641
CF-2-134,-0.5338569645679782,0.7748479843139648,1.5212117819241169
CF-2-135,2.8834071720673347,0.7695149183273315,1.7491512841891768
CF-2-136,-0.05558148200310212,0.7862301468849182,1.2799625399446677
CF-2-137,-0.05993753228093293,0.778422474861145,1.4426226362829317
CF-2-139,2.202012212107503,0.7646154165267944,1.9275391006663583
CF-2-140,-0.6527516692990689,0.7606421709060669,1.617908849159757
